pado,insured_rate,disability_rate,electricity_access_rate,piped_water_access_rate,drainage_access_rate,floor_material_rate,occupants_per_room,average_schooling
False,0.7400793650793651,0.096938775510204,0.9869186046511628,0.7252906976744186,0.9883720930232558,0.9302325581395348,1.27,10.24
True,0.558004158004158,0.116008316008316,0.9895697522816168,0.9882659713168188,0.9895697522816168,0.9804432855280312,0.87,11.73
True,0.493542953396968,0.1297024143739472,0.993103448275862,0.993103448275862,0.9948275862068966,0.9827586206896552,1.02,12.12
False,0.8914505283381364,0.0986231187960294,0.9584837545126352,0.5379061371841155,0.7364620938628159,0.8267148014440433,1.6,8.56
True,0.5409020217729393,0.1455676516329704,0.9976635514018692,0.9976635514018692,0.9976635514018692,0.9707943925233644,0.94,11.36
True,0.5567091087169441,0.1882468168462291,0.9978525411596276,0.9978525411596276,0.9971367215461704,0.984251968503937,0.91,11.55
True,0.648380355276907,0.0956112852664576,0.989071038251366,0.9897540983606558,0.9897540983606558,0.98224043715847,0.88,10.79
True,0.6212660028449503,0.1774537695590327,0.9937965260545906,0.9950372208436724,0.9950372208436724,0.9900744416873448,1.22,9.3
False,0.6144366197183099,0.1711267605633802,0.9930232558139536,0.994186046511628,0.994186046511628,0.9895348837209302,1.03,9.91
False,0.6144366197183099,0.1711267605633802,0.9930232558139536,0.994186046511628,0.994186046511628,0.9895348837209302,1.03,9.91
False,0.6875,0.1778455284552845,1.0,1.0,1.0,0.9982905982905984,1.04,9.79
False,0.4994778976679429,0.1559345631743821,0.9977064220183486,0.9839449541284404,0.9954128440366972,0.9919724770642202,1.04,9.38
False,0.4994778976679429,0.1559345631743821,0.9977064220183486,0.9839449541284404,0.9954128440366972,0.9919724770642202,1.04,9.38
False,0.4994778976679429,0.1559345631743821,0.9977064220183486,0.9839449541284404,0.9954128440366972,0.9919724770642202,1.04,9.38
